656
2790.59 -207.146 25.0779 0
2789.08 -210.197 24.756 0
2780.8 -225.101 23.144 0
2772.9 -239.906 21.3726 0
2766.48 -252.543 19.876 0
2762.47 -259.647 19.0317 0
2758.79 -265.658 18.3616 0
2753.18 -272.353 17.6545 0
2746.63 -277.954 17.0776 0
2741.3 -280.823 16.7126 0
2730.92 -284.443 16.0923 0
2721.78 -287.584 15.5679 0
2709.02 -290.951 15.0161 0
2696.09 -294.192 14.4634 0
2684.56 -296.329 13.9714 0
2672.79 -297.693 13.4683 0
2661.26 -298.924 13.1233 0
2649.08 -299.422 12.7559 0
2636.84 -299.098 12.6406 0
2624.87 -298.676 12.5281 0
2612.23 -297.668 12.7485 0
2601.06 -296.661 12.9663 0
2592.0 -295.654 13.2192 0
2583.21 -294.555 13.4956 0
2574.55 -293.012 13.8086 0
2566.1 -291.578 14.1143 0
2557.88 -290.296 14.3708 0
2549.52 -288.976 14.6318 0
2540.84 -287.693 14.9214 0
2532.39 -286.562 15.2031 0
2524.77 -285.581 15.4238 0
2510.72 -283.911 15.8301 0
2488.79 -281.298 16.4106 0
2467.28 -278.943 16.9216 0
2452.57 -277.886 17.1628 0
2436.35 -276.755 17.4275 0
2422.33 -275.993 17.5166 0
2406.9 -275.943 17.6138 0
2394.15 -276.962 18.2847 0
2380.04 -279.693 18.9692 0
2375.21 -281.428 19.656 0
2370.49 -283.201 20.3293 0
2367.59 -284.311 20.7444 0
2364.14 -285.832 21.2129 0
2354.89 -289.694 22.4609 0
2350.16 -292.268 23.3757 0
2343.25 -296.013 24.7078 0
2331.49 -303.21 27.0266 0
2320.2 -310.933 29.3433 0
2308.15 -319.241 32.0071 0
2297.03 -326.613 34.1091 0
2284.74 -334.453 36.3042 0
2273.74 -340.948 37.5618 0
2260.67 -347.229 39.0527 0
2249.38 -351.793 40.1174 0
2236.57 -355.771 41.2783 0
2226.15 -358.229 42.7383 0
2222.41 -358.814 43.2148 0
2214.27 -360.393 44.2417 0
2208.01 -360.745 45.2102 0
2197.54 -361.681 46.8696 0
2191.4 -361.856 47.8516 0
2181.68 -361.798 49.4392 0
2173.61 -361.739 50.769 0
2165.18 -361.447 52.0386 0
2156.41 -360.979 53.335 0
2149.39 -360.686 54.2673 0
2141.84 -360.569 55.0869 0
2132.54 -360.452 56.0911 0
2124.5 -360.676 56.865 0
2113.91 -361.244 57.8687 0
2109.09 -361.557 58.3486 0
2099.82 -362.622 59.3538 0
2095.75 -363.561 59.8184 0
2087.84 -365.308 60.7266 0
2076.48 -368.409 62.0027 0
2064.67 -372.856 63.4463 0
2053.72 -378.239 64.6218 0
2043.17 -384.586 65.8872 0
2033.65 -392.943 66.7969 0
2024.56 -401.573 67.697 0
2018.75 -410.464 67.999 0
2016.19 -414.984 68.1414 0
2010.84 -424.553 68.4421 0
2008.81 -430.204 68.5496 0
2005.72 -437.889 68.6917 0
2001.88 -451.3 68.9382 0
1999.47 -462.752 69.3799 0
1997.66 -474.958 69.8474 0
1997.43 -478.123 69.9707 0
1997.21 -489.047 70.4119 0
1997.88 -494.924 70.6453 0
1998.49 -502.082 70.9265 0
1999.32 -505.698 71.0112 0
2002.1 -516.021 71.2429 0
2005.87 -527.096 71.4729 0
2008.73 -532.37 71.2942 0
2012.88 -539.829 71.0266 0
2015.29 -543.446 70.9639 0
2021.09 -552.261 70.8223 0
2025.16 -557.158 70.5969 0
2033.15 -566.35 70.1023 0
2042.49 -575.392 69.4053 0
2046.48 -579.084 69.0291 0
2055.37 -586.769 67.9832 0
2062.91 -593.55 67.0825 0
2072.1 -601.611 65.9968 0
2078.88 -607.036 64.9458 0
2088.07 -615.098 63.4648 0
2098.47 -623.536 61.8433 0
2103.82 -627.906 60.8623 0
2111.28 -633.934 59.5005 0
2116.93 -638.455 58.4746 0
2124.76 -644.558 57.0649 0
2128.91 -648.023 56.2695 0
2138.7 -655.407 54.4619 0
2147.67 -662.339 52.791 0
2152.87 -666.257 51.8452 0
2161.53 -672.661 50.3569 0
2170.42 -679.367 48.8203 0
2181.04 -687.428 46.9795 0
2184.81 -690.367 46.4172 0
2192.91 -696.473 45.2241 0
2197.39 -699.709 44.573 0
2205.53 -705.586 43.3914 0
2212.76 -711.388 42.1978 0
2219.24 -716.587 41.2988 0
2224.74 -721.333 40.4207 0
2228.59 -724.799 39.9404 0
2234.24 -729.847 39.2317 0
2238.31 -733.991 38.6982 0
2243.35 -739.039 38.0503 0
2248.7 -746.046 37.2178 0
2254.35 -753.581 36.3269 0
2259.03 -760.738 35.5063 0
2263.77 -768.423 34.6394 0
2267.16 -775.506 33.98 0
2271.08 -783.341 33.2456 0
2273.87 -791.253 32.5408 0
2276.81 -799.39 31.8132 0
2279.25 -807.944 31.1531 0
2281.21 -816.007 30.5454 0
2282.82 -824.548 29.9277 0
2284.08 -832.669 29.3528 0
2285.27 -840.301 28.8569 0
2286.21 -848.496 28.3276 0
2286.91 -855.707 27.8711 0
