67
-1539.11 134.141 2.78336 0
-1551.21 121.833 2.78336 0
-1562.47 110.909 2.78336 0
-1573.65 99.5586 2.78336 0
-1585.17 87.9519 2.78336 0
-1596.52 76.7719 2.78336 0
-1605.56 67.4734 2.78336 0
-1611.79 61.67 2.78336 0
-1618.45 54.8425 2.98331 0
-1624.68 48.3564 2.78336 0
-1635.77 37.1763 2.78336 0
-1652.96 20.3702 2.78336 0
-1663.23 11.2016 2.78336 0
-1674.7 0.935661 2.78336 0
-1684.27 -8.3567 2.78336 0
-1693.35 -17.3714 2.78336 0
-1703.67 -25.3985 2.78336 0
-1714.22 -31.0972 2.78336 0
-1726.49 -33.4051 2.78336 0
-1740.41 -33.4603 2.78336 0
-1755.09 -33.4666 2.78336 0
-1773.69 -33.4666 3.49735 0
-1813.33 -33.4712 6.47855 0
-1825.69 -33.4798 8.06766 0
-1841.8 -33.5402 10.4624 0
-1866.92 -33.5748 14.2434 0
-1880.1 -33.5453 16.4197 0
-1891.11 -33.5043 18.2104 0
-1894.11 -33.4566 18.7338 0
-1897.22 -33.1564 19.3268 0
-1902.02 -32.3559 20.1913 0
-1907.02 -31.4554 20.9933 0
-1911.73 -29.6542 21.6354 0
-1916.13 -27.3528 22.1855 0
-1919.83 -24.2509 22.717 0
-1922.23 -20.2484 23.0632 0
-1923.93 -16.0457 23.4513 0
-1925.03 -11.743 23.7651 0
-1926.33 -3.73804 24.3559 0
-1927.44 3.3664 24.7092 0
-1928.5 10.6764 24.7148 0
-1929.49 18.7425 24.7148 0
-1930.05 24.5444 24.7148 0
-1930.23 27.8699 24.7148 0
-1930.48 29.9211 24.7148 0
-1931.13 31.9224 24.7148 0
-1931.78 33.9737 24.7148 0
-1932.58 36.075 24.7148 0
-1933.4 38.3764 24.7148 0
-1933.83 41.0281 24.7148 0
-1934.03 42.6791 24.7148 0
-1934.03 45.1306 24.7148 0
-1934.13 47.4321 24.7148 0
-1934.03 50.2839 24.7148 0
-1934.03 51.9849 24.7148 0
-1934.23 54.367 24.7148 0
-1934.18 57.8705 24.7148 0
-1934.14 62.5247 24.7148 0
-1934.15 67.0961 24.7148 0
-1934.11 72.9086 24.7148 0
-1934.13 78.2046 24.7148 0
-1934.01 89.1647 24.7148 0
-1934.07 104.414 24.7148 0
-1933.88 123.743 24.7148 0
-1933.55 139.917 24.7148 0
-1933.13 154.49 24.7148 0
-1932.14 173.943 24.7148 0
